timestamp,datetime,value_min,value_avg,value_max,num_samples
1767812400,2026-01-07 16:00:00,6.8670840000000055,34.6592979,81.296668,60
1767816000,2026-01-07 17:00:00,7.638986000000003,20.793029233333343,69.836669,60
1767819600,2026-01-07 18:00:00,9.454757999999998,31.4920082,71.155024,60
1767823200,2026-01-07 19:00:00,25.013917000000006,38.74598254999999,75.04602,60
1767826800,2026-01-07 20:00:00,23.821850999999995,43.90559618333333,82.660479,60
1767830400,2026-01-07 21:00:00,24.511332999999993,42.4253656,74.446983,60
1767834000,2026-01-07 22:00:00,15.055445000000006,48.17908409999999,96.525985,60
1767837600,2026-01-07 23:00:00,19.778287000000006,34.12329213333333,88.523167,60
1767841200,2026-01-08 00:00:00,43.648935,67.51078626666667,99.427221,60
1767844800,2026-01-08 01:00:00,27.123272,45.52837105,97.557235,60
1767862800,2026-01-08 06:00:00,5.123566999999994,23.20723209999999,79.339398,60
1767848400,2026-01-08 02:00:00,8.951941000000005,23.924286033333324,84.529292,60
1767852000,2026-01-08 03:00:00,5.764948000000004,15.014844049999999,50.250654,60
1767855600,2026-01-08 04:00:00,6.046601999999993,14.197826749999999,52.601592,60
1767859200,2026-01-08 05:00:00,5.289384999999996,12.3757812,66.214932,60
1767866400,2026-01-08 07:00:00,5.338454999999996,16.514159783333334,50.511498,60
1767870000,2026-01-08 08:00:00,7.369359000000003,28.245688283333337,91.13304600000001,60
1767873600,2026-01-08 09:00:00,10.554750999999996,21.568139433333336,57.076036,60
1767877200,2026-01-08 10:00:00,9.907578,28.62614165,93.399505,60
1767880800,2026-01-08 11:00:00,11.638914999999997,27.254201616666666,83.188632,60
1767884400,2026-01-08 12:00:00,7.865575000000007,27.016931433333333,88.590286,60
1767888000,2026-01-08 13:00:00,10.740070000000003,29.76810421666667,97.633169,60
1767891600,2026-01-08 14:00:00,6.581108999999998,20.214342100000003,80.26415,60
1767895200,2026-01-08 15:00:00,6.1155179999999945,21.718406150000003,64.53387699999999,60
1767898800,2026-01-08 16:00:00,8.427560999999997,20.98501068333333,60.037398,60
1767902400,2026-01-08 17:00:00,8.298766999999998,27.123339733333328,98.287433,60
1767906000,2026-01-08 18:00:00,9.639695000000003,38.873626299999984,85.834354,60
1767909600,2026-01-08 19:00:00,8.363716999999994,20.05598435,55.099423,60
1767913200,2026-01-08 20:00:00,24.252713999999997,34.325063,53.584759,15
1767924000,2026-01-08 23:00:00,6.511083999999997,17.704483772727276,48.779399,44
1767927600,2026-01-09 00:00:00,29.828373999999997,55.266875449999986,99.321714,60
1767931200,2026-01-09 01:00:00,23.331198,49.05516758333334,96.631667,60
1767934800,2026-01-09 02:00:00,23.857782999999998,34.06123353333333,77.392808,60
1767938400,2026-01-09 03:00:00,8.735727999999995,25.773307650000003,54.305707,60
1767942000,2026-01-09 04:00:00,6.498677000000001,13.103115116666666,56.280819,60
1767945600,2026-01-09 05:00:00,5.857787000000002,13.100630899999999,65.760156,60
1767949200,2026-01-09 06:00:00,5.890213000000003,24.627078883333336,73.084003,60
1767952800,2026-01-09 07:00:00,5.725340000000003,13.542602033333333,36.930663,60
1767956400,2026-01-09 08:00:00,9.347251,25.02935821666666,63.21573,60
1767960000,2026-01-09 09:00:00,8.991142999999994,20.934435249999996,56.665832,60
1767963600,2026-01-09 10:00:00,7.6766779999999954,27.755772749999995,84.658395,60
1767967200,2026-01-09 11:00:00,9.720944000000003,28.431866299999992,88.690327,60
1767970800,2026-01-09 12:00:00,16.666202999999996,34.7884568,98.095874,60
1767974400,2026-01-09 13:00:00,12.818439999999995,35.68184128333333,95.041483,60
1767978000,2026-01-09 14:00:00,14.424499999999995,35.174755516666664,81.895301,60
1767981600,2026-01-09 15:00:00,11.578419999999994,26.759654249999997,83.557936,60
1767985200,2026-01-09 16:00:00,5.665052000000003,19.190199850000003,57.265766,60
1767988800,2026-01-09 17:00:00,6.919009000000003,17.596988449999998,57.33819,60
1767992400,2026-01-09 18:00:00,6.3250579999999985,19.337657866666675,66.00027800000001,60
1767996000,2026-01-09 19:00:00,8.295507999999998,19.360370666666668,53.417171,60
1767999600,2026-01-09 20:00:00,12.224331000000006,30.787719849999995,71.33434,60
1768003200,2026-01-09 21:00:00,23.89797,34.173024583333344,70.847183,60
1768006800,2026-01-09 22:00:00,26.796802999999997,47.39272721666665,94.31263799999999,60
1768010400,2026-01-09 23:00:00,10.355203000000003,31.121166800000005,90.363027,60
1768078800,2026-01-10 18:00:00,7.092515000000006,16.898659683333335,55.32223,60
1768014000,2026-01-10 00:00:00,23.889322000000007,38.61016381666666,79.91904,60
1768017600,2026-01-10 01:00:00,21.675438999999997,38.77381753333332,96.29112,60
1768021200,2026-01-10 02:00:00,21.121973999999994,30.912654216666674,86.53722,60
1768024800,2026-01-10 03:00:00,22.796226000000004,39.89205898333334,64.325561,60
1768028400,2026-01-10 04:00:00,33.560173000000006,43.33277271666666,75.650164,60
1768032000,2026-01-10 05:00:00,21.246522,27.397592616666664,79.10636099999999,60
1768035600,2026-01-10 06:00:00,21.687820000000002,40.245014233333336,82.828676,60
1768039200,2026-01-10 07:00:00,20.684473999999994,28.253129483333336,59.122499,60
1768042800,2026-01-10 08:00:00,20.950871000000006,30.03119323333333,72.7637,60
1768046400,2026-01-10 09:00:00,19.954358,29.487705627118643,53.793506,59
1768050000,2026-01-10 10:00:00,21.330140999999998,30.674089213114755,72.32478499999999,61
1768053600,2026-01-10 11:00:00,22.242329999999995,31.373401316666662,54.949917,60
1768057200,2026-01-10 12:00:00,5.6294070000000005,24.690883266666667,71.154544,60
1768060800,2026-01-10 13:00:00,6.842676999999995,19.1489065,56.364701,60
1768064400,2026-01-10 14:00:00,7.434933999999998,16.24450655,70.012809,60
1768068000,2026-01-10 15:00:00,7.090342000000007,14.432299783333336,44.805774,60
1768071600,2026-01-10 16:00:00,7.074250000000006,14.823586533333334,56.912199,60
1768075200,2026-01-10 17:00:00,7.166331999999997,15.078750566666665,43.406486,60
1768082400,2026-01-10 19:00:00,6.161598999999995,19.810822016666663,59.52972,60
1768086000,2026-01-10 20:00:00,6.550899000000001,25.28551025,62.445183,60
1768089600,2026-01-10 21:00:00,11.408533000000006,29.667340633333332,62.918807,60
1768093200,2026-01-10 22:00:00,23.880639000000002,39.84728665,94.14501,60
1768096800,2026-01-10 23:00:00,22.563930999999997,31.49026223333334,76.817612,60
1768100400,2026-01-11 00:00:00,5.015595000000005,19.146965816666658,80.743386,60
1768104000,2026-01-11 01:00:00,6.155174000000002,19.866912599999996,89.411864,60
1768107600,2026-01-11 02:00:00,4.500013999999993,15.614701583333336,58.390926,60
1768111200,2026-01-11 03:00:00,21.605884000000003,29.64906013333334,56.105251,60
1768114800,2026-01-11 04:00:00,21.362573999999995,29.370468933333335,69.467654,60
1768118400,2026-01-11 05:00:00,5.612500999999995,23.83568353333333,74.312106,60
1768122000,2026-01-11 06:00:00,3.471894000000006,27.697979649999997,76.980358,60
1768125600,2026-01-11 07:00:00,3.056111999999999,10.7193099,41.747085,60
1768129200,2026-01-11 08:00:00,2.752881000000002,11.941161600000004,53.690938,60
1768132800,2026-01-11 09:00:00,4.349641000000005,10.459132299999998,37.792577,60
1768136400,2026-01-11 10:00:00,4.9714680000000016,13.220069966666669,50.706353,60
1768140000,2026-01-11 11:00:00,5.591757000000001,12.29009328333333,42.29976,60
1768143600,2026-01-11 12:00:00,3.948541000000006,13.268962266666668,64.29428300000001,60
1768147200,2026-01-11 13:00:00,4.508641999999995,15.094252683333332,52.416429,60
1768150800,2026-01-11 14:00:00,4.2874240000000015,12.87432328333333,65.09639,60
1768154400,2026-01-11 15:00:00,3.295939000000004,11.4299709,35.705535,60
1768158000,2026-01-11 16:00:00,3.7141189999999966,11.52580285,52.720131,60
1768161600,2026-01-11 17:00:00,3.607415000000003,11.137101733333335,39.937606,60
1768165200,2026-01-11 18:00:00,5.142841000000004,14.701572899999997,51.136047,60
1768168800,2026-01-11 19:00:00,5.224463,16.61159368333333,51.491287,60
1768172400,2026-01-11 20:00:00,20.684568999999996,29.71875480000001,74.926772,60
1768176000,2026-01-11 21:00:00,5.833217000000005,20.285500749999994,53.248886,60
1768179600,2026-01-11 22:00:00,5.850575000000006,23.78956949999999,80.550602,60
1768183200,2026-01-11 23:00:00,7.769667999999996,25.029594633333335,72.23243099999999,60
1768186800,2026-01-12 00:00:00,26.269155999999995,48.17538311666667,98.716267,60
1768190400,2026-01-12 01:00:00,24.467048000000005,38.63478775000001,95.918767,60
1768194000,2026-01-12 02:00:00,5.599932999999993,22.1318803,80.888876,60
1768197600,2026-01-12 03:00:00,4.159011000000007,11.515141616666668,40.189362,60
1768201200,2026-01-12 04:00:00,4.610585,12.241332883333333,46.309886,60
1768204800,2026-01-12 05:00:00,5.296852000000001,12.150971116666666,58.936686,60
1768208400,2026-01-12 06:00:00,4.791068999999993,23.625596133333335,72.001114,60
1768212000,2026-01-12 07:00:00,5.235907999999995,13.073639333333333,40.131432,60
1768215600,2026-01-12 08:00:00,6.521921000000006,24.72789518333334,69.394572,60
1768219200,2026-01-12 09:00:00,9.569405000000003,22.052496533333336,55.781459,60
1768222800,2026-01-12 10:00:00,9.345768000000007,23.157611399999997,73.84727000000001,60
1768226400,2026-01-12 11:00:00,9.220747000000003,26.91804876666666,86.263874,60
1768230000,2026-01-12 12:00:00,11.774857999999995,29.70504495,98.854951,60
1768233600,2026-01-12 13:00:00,9.192937999999998,25.924113266666662,70.806483,60
1768237200,2026-01-12 14:00:00,8.943247999999997,23.671947316666664,77.11603099999999,60
1768240800,2026-01-12 15:00:00,9.721952000000002,30.526547349999994,98.937856,60
1768244400,2026-01-12 16:00:00,6.067772000000005,21.737696216666667,64.604974,60
1768248000,2026-01-12 17:00:00,9.267078999999995,33.79428823333334,78.818681,60
1768251600,2026-01-12 18:00:00,8.473916000000003,24.236865566666673,70.79383899999999,60
1768255200,2026-01-12 19:00:00,8.494112000000001,25.179381833333323,58.449543,60
1768258800,2026-01-12 20:00:00,12.245580000000004,36.74545483333333,75.75647000000001,60
1768262400,2026-01-12 21:00:00,23.694388000000004,36.14065178333333,61.399212,60
1768266000,2026-01-12 22:00:00,56.323123,73.10261875,98.591589,60
1768269600,2026-01-12 23:00:00,57.705375,66.97014696666666,98.067119,60
1768273200,2026-01-13 00:00:00,72.600262,78.91406403333333,99.07765,60
1768276800,2026-01-13 01:00:00,39.231198,60.029092766666665,99.719304,60
1768280400,2026-01-13 02:00:00,39.474782,48.79781988333334,92.96145,60
1768284000,2026-01-13 03:00:00,23.152709,39.44813534999999,77.097724,60
1768287600,2026-01-13 04:00:00,21.682857,29.94757316666667,61.986807,60
1768291200,2026-01-13 05:00:00,22.516002999999998,30.18156196666667,82.56499,60
1768294800,2026-01-13 06:00:00,9.145848999999998,45.64318068333333,98.840217,60
1768298400,2026-01-13 07:00:00,5.561587000000003,13.425790933333333,39.620803,60
1768302000,2026-01-13 08:00:00,10.107759999999999,31.696799716666668,86.369714,60
1768305600,2026-01-13 09:00:00,14.344570000000004,26.055527750000003,64.222612,60
1768309200,2026-01-13 10:00:00,14.461855,29.025894033333337,74.040475,60
1768312800,2026-01-13 11:00:00,15.027885999999995,36.205879683333336,75.930057,60
1768316400,2026-01-13 12:00:00,14.126621999999998,33.71771263333333,96.366927,60
1768320000,2026-01-13 13:00:00,14.671233999999998,40.12813675000001,99.321449,60
1768323600,2026-01-13 14:00:00,14.786772,28.61015481666667,79.215664,60
1768327200,2026-01-13 15:00:00,14.699411999999995,31.4873326,60.115833,60
1768330800,2026-01-13 16:00:00,12.141285999999994,38.31789123333332,75.696499,60
1768334400,2026-01-13 17:00:00,13.418468000000004,25.774909016666665,67.348248,60
1768338000,2026-01-13 18:00:00,11.797768000000005,26.244667449999987,66.803382,60
1768341600,2026-01-13 19:00:00,13.882163000000006,30.38117100000003,68.141396,60
1768345200,2026-01-13 20:00:00,15.469628999999998,36.94085646666666,74.838061,60
1768348800,2026-01-13 21:00:00,31.078371000000004,41.94533948333335,72.143295,60
1768352400,2026-01-13 22:00:00,61.624439,75.58548189999998,99.06922,60
1768356000,2026-01-13 23:00:00,55.732413,70.44510766666664,96.356116,60
1768359600,2026-01-14 00:00:00,66.495936,79.62223699999998,98.97979,60
1768363200,2026-01-14 01:00:00,44.978154,73.09091815000002,99.300797,60
1768366800,2026-01-14 02:00:00,43.991876,54.2629848,96.019717,60
1768370400,2026-01-14 03:00:00,28.421110999999996,39.09017841666667,80.993093,60
1768374000,2026-01-14 04:00:00,27.358727000000002,34.97531186666667,68.911657,60
1768377600,2026-01-14 05:00:00,27.630920000000003,35.21899578333333,86.291357,60
1768381200,2026-01-14 06:00:00,26.264705000000006,46.629815416666666,94.585854,60
1768384800,2026-01-14 07:00:00,28.866007999999994,42.16256871666667,98.430762,60
1768388400,2026-01-14 08:00:00,13.175985999999995,45.743234,94.558262,60
1768392000,2026-01-14 09:00:00,17.878619,31.131348066666668,81.088155,60
1768395600,2026-01-14 10:00:00,19.037272,34.16648731666669,83.33983,60
1768399200,2026-01-14 11:00:00,17.146355999999997,33.17743361666667,94.496025,60
1768402800,2026-01-14 12:00:00,15.830944000000002,35.00979829999999,90.562366,60
1768406400,2026-01-14 13:00:00,15.152527000000006,35.826665383333335,96.978457,60
1768410000,2026-01-14 14:00:00,14.813474,27.620132683333335,76.02770699999999,60
1768413600,2026-01-14 15:00:00,15.033535,34.216606716666654,99.101905,60
1768417200,2026-01-14 16:00:00,13.449658,40.224739266666674,80.780798,60
1768420800,2026-01-14 17:00:00,13.164119999999997,31.738118466666656,66.193277,60
