timestamp,datetime,value_min,value_avg,value_max,num_samples
1767236400,2026-01-01 00:00:00,50.94728,83.33823316666668,99.772852,60
1767240000,2026-01-01 01:00:00,24.5137,77.9094598,99.761709,60
1767243600,2026-01-01 02:00:00,23.594893999999996,53.87295726666666,99.681248,60
1767247200,2026-01-01 03:00:00,22.098568999999998,55.24812025000001,99.682244,60
1767250800,2026-01-01 04:00:00,21.913967999999997,55.06654011666665,99.517692,60
1767254400,2026-01-01 05:00:00,23.158866000000003,49.56477100000001,99.607773,60
1767258000,2026-01-01 06:00:00,24.709971999999993,77.47793103333336,99.912376,60
1767261600,2026-01-01 07:00:00,23.301377000000002,52.82084588333332,99.612832,60
1767265200,2026-01-01 08:00:00,21.590290999999993,50.96261355,99.650817,60
1767268800,2026-01-01 09:00:00,23.441030999999995,48.243104483333326,99.66762,60
1767272400,2026-01-01 10:00:00,22.069772999999998,47.11805858333332,99.819031,60
1767276000,2026-01-01 11:00:00,19.451413000000002,44.30083803333334,98.458372,60
1767279600,2026-01-01 12:00:00,21.583726999999996,46.78171363333335,99.487982,60
1767283200,2026-01-01 13:00:00,22.143485999999996,48.1609756,99.136442,60
1767286800,2026-01-01 14:00:00,21.848212000000004,47.46382538333334,99.591716,60
1767290400,2026-01-01 15:00:00,21.511312000000004,48.926450966666664,99.00705,60
1767294000,2026-01-01 16:00:00,22.218497,47.818212183333344,99.367418,60
1767297600,2026-01-01 17:00:00,21.624675999999994,46.22980683333334,97.427396,60
1767301200,2026-01-01 18:00:00,23.469172,49.68763456666666,99.35313,60
1767304800,2026-01-01 19:00:00,22.397858999999997,44.60422460000001,98.952434,60
1767308400,2026-01-01 20:00:00,24.376150999999993,61.66415431666667,99.830953,60
1767312000,2026-01-01 21:00:00,22.695896000000005,49.85535654999999,98.626478,60
1767315600,2026-01-01 22:00:00,49.703095,91.44693276666668,99.861595,60
1767319200,2026-01-01 23:00:00,50.614908,80.2767194333333,99.874624,60
1767322800,2026-01-02 00:00:00,28.444592999999998,78.01160431666669,99.878884,60
1767326400,2026-01-02 01:00:00,22.346391999999994,72.66034993333335,99.902335,60
1767330000,2026-01-02 02:00:00,21.424038999999993,51.20891936666668,99.30993,60
1767333600,2026-01-02 03:00:00,20.637772999999996,55.38149508333335,99.618609,60
1767337200,2026-01-02 04:00:00,21.741679000000005,53.465565333333345,99.682816,60
1767340800,2026-01-02 05:00:00,20.524839999999998,47.245862166666655,99.512886,60
1767344400,2026-01-02 06:00:00,22.578738,78.70037675000006,99.916143,60
1767348000,2026-01-02 07:00:00,22.209663000000006,48.16004868333334,99.424805,60
1767351600,2026-01-02 08:00:00,22.783540000000002,56.291264616666666,99.732759,60
1767355200,2026-01-02 09:00:00,27.980596000000006,64.65458211666663,99.344923,60
